seed,violations,score
0,202,4991
1,203,6793
2,190,6251
3,187,7300
4,211,6300
5,210,5983
6,188,6496
7,183,6785
8,185,6407
9,190,6497
10,207,6021
11,200,7665
12,208,6857
13,206,6845
14,188,7519
15,205,6245
16,211,7193
17,205,6746
18,195,7020
19,189,6303
20,199,7775
21,213,7222
22,221,7070
23,210,7076
24,217,7056
25,193,7331
26,197,7769
27,204,6569
28,222,6764
29,222,5835
30,205,6768
31,204,7574
32,225,7232
33,202,6365
34,228,7447
35,190,6889
36,190,8036
37,196,6533
38,189,7567
39,170,6458
40,213,7397
41,203,7584
42,226,7210
43,196,6273
44,204,6807
45,218,6435
46,219,6753
47,186,6901
48,213,7443
49,207,6326
50,215,7053
51,193,6091
52,193,7293
53,204,7023
54,174,6432
55,190,6540
56,195,7336
57,198,6961
58,210,7153
59,234,6974
60,217,7089
61,209,7654
62,221,6496
63,217,6490
64,212,6907
65,196,7254
66,215,7175
67,193,6542
68,208,7606
69,192,7138
70,216,6906
71,194,6524
72,211,6853
73,201,6382
74,201,6309
75,192,6959
76,202,6622
77,224,7204
78,210,7068
79,194,7033
80,225,7298
81,201,6536
82,202,7232
83,201,5680
84,224,7154
85,225,7440
86,183,5955
87,211,7260
88,201,7258
89,206,7317
90,206,6785
91,197,6503
92,224,6592
93,215,7453
94,222,7501
95,202,8059
96,210,6649
97,182,7130
98,215,7696
99,209,6291
100,231,7023
101,224,6968
102,209,7173
103,216,7250
104,210,6282
105,210,6517
106,215,7162
107,218,7026
108,214,8222
109,184,6899
110,200,7230
111,181,6509
112,202,7734
113,203,6209
114,206,6779
115,203,7383
116,213,6583
117,198,7725
118,214,7371
119,216,7114
120,207,6971
121,197,6532
122,223,8430
123,198,7388
124,197,7092
125,215,7957
126,207,7548
127,207,7415
128,203,6961
129,219,7642
130,217,6840
131,219,7028
132,205,6351
133,209,7075
134,199,6884
135,218,7266
136,201,6977
137,202,6920
138,200,6431
139,221,7190
140,192,7325
141,187,6775
142,208,6962
143,195,5957
144,211,7132
145,206,8222
146,194,6559
147,199,6966
148,197,7624
149,194,6252
150,216,6398
151,211,6915
152,205,7113
153,208,6216
154,191,6217
155,193,7284
156,204,7049
157,206,7287
158,204,6843
159,203,7318
160,202,7721
161,239,7508
162,196,6821
163,205,6841
164,192,7543
165,208,7088
166,208,7597
167,197,7094
168,224,7767
169,210,6542
170,199,7015
171,225,7349
172,196,7834
173,200,6690
174,205,7418
175,197,6923
176,189,6790
177,222,7186
178,193,6754
179,209,7174
180,205,7645
181,194,7726
182,215,6931
183,201,7142
184,196,6980
185,203,7297
186,199,5834
187,209,6011
188,209,7209
189,213,6449
190,223,7532
191,185,7314
192,221,7763
193,186,7474
194,186,7435
195,204,7530
196,206,7026
197,207,6722
198,204,7154
199,204,6945
200,221,8000
201,219,7304
202,200,7257
203,202,7781
204,194,6922
205,215,6915
206,197,6497
207,215,6872
208,205,7031
209,205,7000
210,214,7248
211,208,7890
212,201,6673
213,194,7244
214,198,7234
215,199,6300
216,215,6097
217,201,5836
218,207,7176
219,181,7250
220,221,7278
221,209,7115
222,203,6772
223,213,8170
224,210,6963
225,204,7226
226,199,5979
227,214,7754
228,213,6301
229,200,6951
230,216,7089
231,199,6706
232,199,6353
233,215,7758
234,226,7829
235,197,7535
236,210,7770
237,210,6416
238,180,6973
239,194,6777
240,205,6898
241,214,6883
242,207,6496
243,193,7216
244,225,7005
245,176,6684
246,203,6954
247,189,6416
248,208,6619
249,207,6847
250,205,7432
251,202,7125
252,205,7573
253,211,6419
254,175,7290
255,210,7091
256,190,7519
257,215,7384
258,204,7182
259,215,6591
260,181,6301
261,209,6960
262,215,6935
263,217,7592
264,201,6443
265,221,6721
266,189,6870
267,220,6999
268,224,7020
269,209,7167
270,208,7095
271,208,7347
272,213,7956
273,213,7007
274,198,7322
275,207,6998
276,213,6320
277,202,7152
278,213,6583
279,228,7824
280,214,5936
281,208,7569
282,200,6568
283,203,6607
284,206,6965
285,203,7346
286,211,6682
287,217,7188
288,202,7752
289,215,7339
290,198,7599
291,218,6923
292,197,7781
293,192,7000
294,189,6895
295,190,6314
296,205,7731
297,194,7341
298,198,5519
299,184,7480
300,222,7390
301,218,7426
302,214,7732
303,191,7029
304,218,7218
305,227,7138
306,206,7368
307,197,7028
308,221,7792
309,212,7432
310,213,7259
311,198,7532
312,197,8968
313,205,6758
314,209,7203
315,192,7422
316,196,6884
317,206,6384
318,225,6684
319,230,7282
320,189,7075
321,200,6836
322,194,7014
323,226,7753
324,214,6647
325,211,6116
326,211,7058
327,187,6624
328,200,6628
329,196,6768
330,198,6767
331,206,6214
332,196,7203
333,208,7080
334,207,7433
335,205,7197
336,201,6788
337,198,7833
338,196,6696
339,197,6773
340,200,6693
341,198,6752
342,201,7475
343,222,6290
344,219,7435
345,192,7107
346,231,7161
347,229,6661
348,225,6907
349,172,7662
350,185,6762
351,215,7402
352,202,6604
353,205,6791
354,225,7613
355,195,7617
356,197,7294
357,196,7294
358,195,6833
359,206,8104
360,210,7215
361,207,7067
362,211,7161
363,213,6420
364,217,6958
365,211,7683
366,214,7210
367,193,7437
368,193,6883
369,204,7202
370,214,6766
371,194,7501
372,218,7931
373,208,7870
374,200,8151
375,197,7289
376,226,6964
377,202,7511
378,204,7419
379,210,7107
380,191,7554
381,198,7278
382,204,6715
383,203,7377
384,198,6336
385,193,6422
386,216,7760
387,211,6751
388,200,6464
389,193,6339
390,199,7940
391,181,7006
392,208,6697
393,204,7465
