seed,violations,score
0,197,4645
1,232,4826
2,229,6016
3,229,5348
4,235,5833
5,220,5975
6,207,5912
7,216,6014
8,209,6486
9,192,6143
10,226,5230
11,202,6465
12,210,5928
13,228,6599
14,208,5372
15,220,6042
16,188,6282
17,187,6983
18,231,6122
19,211,6407
20,200,6325
21,233,6042
22,203,6387
23,186,6337
24,196,5878
25,210,6350
26,210,5840
27,228,6105
28,203,6062
29,219,6888
30,204,6103
31,208,5948
32,220,6275
33,203,5924
34,219,6653
35,221,6811
36,205,6331
37,208,6135
38,192,5939
39,196,6486
40,221,6083
41,194,6474
42,200,6151
43,210,5804
44,212,5898
45,204,5827
46,214,6482
47,204,5987
48,204,5958
49,217,5733
50,209,6488
51,183,6581
52,216,6202
53,220,6731
54,189,5871
55,210,5835
56,207,6212
57,201,5936
58,216,6668
59,206,5778
60,218,6194
61,206,6001
62,210,6402
63,204,5978
64,199,6800
65,233,6011
66,188,5986
67,186,6326
68,214,5452
69,189,6018
70,207,6140
71,205,5782
72,232,6289
73,204,5759
74,225,6462
75,209,5943
76,233,6303
77,201,6211
78,194,5990
79,220,6642
80,215,6061
81,194,6610
82,201,5739
83,191,6161
84,218,6799
85,216,6586
86,199,6257
87,214,6274
88,208,5997
89,226,6579
90,198,6415
91,217,6351
92,196,5720
93,200,6336
94,212,5439
95,198,5963
96,216,6340
97,211,6319
98,202,6521
99,205,6030
100,202,6416
101,212,7049
102,204,6332
103,223,6518
104,202,6278
105,211,5829
106,205,6430
107,197,6127
108,217,6205
109,207,6476
110,217,5941
111,211,6542
112,218,6584
113,200,6354
114,198,6642
115,203,6018
116,210,5716
117,184,6624
118,182,6059
119,211,6046
120,209,5947
121,209,5850
122,216,6174
123,214,6404
124,194,6218
125,202,7254
126,210,6015
127,207,5863
128,219,6121
129,213,6026
130,205,6170
131,188,6557
132,194,6294
133,204,6285
134,211,6458
135,207,6216
136,206,5922
137,211,6576
138,204,6365
139,204,6329
140,189,6932
141,204,6002
142,205,6235
143,197,6113
144,207,6122
145,214,6556
146,209,5768
147,205,6355
148,202,6085
149,220,5703
150,209,6134
151,201,6784
152,193,5760
153,221,6038
154,192,6285
155,199,6378
156,207,6184
157,205,6576
158,204,6251
159,211,6330
160,216,6147
161,203,6530
162,209,6288
163,207,6227
164,224,6477
165,226,6080
166,215,6205
167,187,6754
168,196,5595
169,221,6185
170,229,6345
171,203,5864
172,214,6722
173,204,6182
174,191,6197
175,204,5265
176,198,5828
177,205,6882
178,228,6437
179,206,6419
180,205,6222
181,205,5336
182,194,5744
183,206,6002
184,208,6662
185,195,6631
186,194,5786
187,220,5818
188,197,5542
189,206,6609
190,192,5710
191,205,6314
192,201,6416
193,194,5293
194,217,5946
195,216,5783
196,217,6022
197,225,6102
198,226,6126
199,218,5962
200,200,6753
201,218,6897
202,204,6387
203,205,6574
204,196,5864
205,213,6120
206,212,6256
207,211,6456
208,221,6274
209,211,6220
210,219,6430
211,208,6803
212,210,6391
213,221,5774
214,206,6248
215,199,6419
216,207,6268
217,197,6437
218,219,6338
219,206,5929
220,227,6051
221,226,6597
222,208,6001
223,193,6463
224,215,6660
225,227,6339
226,220,6266
227,227,5828
228,209,6575
229,199,6028
230,205,6327
231,194,6041
232,213,5791
233,206,6069
234,217,6037
235,190,5517
236,190,6885
237,217,6343
238,208,6549
239,203,6470
240,193,6614
241,202,6447
242,212,6363
243,206,6970
244,219,6111
245,214,5963
246,227,6556
247,227,6377
248,217,5646
249,184,5675
250,214,6085
251,205,6115
252,217,6215
253,217,5946
254,212,6064
255,221,6324
256,197,5857
257,204,6284
258,209,6119
259,224,5824
260,197,6966
261,191,5985
262,228,6508
263,210,6696
264,210,6882
265,212,6609
266,234,5923
267,230,6366
268,197,5946
269,212,6955
270,215,5827
271,200,6190
272,203,6546
273,205,6560
274,209,5603
275,216,6035
276,201,6245
277,211,5816
278,192,5547
