seed,violations,score
0,246,7468
1,283,8514
2,253,7740
3,263,7974
4,260,8426
5,254,9395
6,255,9041
7,246,9127
8,248,7896
9,243,8915
10,253,9469
11,250,9290
12,259,8876
13,254,9486
14,266,7767
15,251,9896
16,263,9145
17,237,8912
18,253,10001
19,245,9501
20,240,9504
21,273,9190
22,245,9351
23,249,8343
24,250,9746
25,270,9097
26,281,9373
27,255,8884
28,254,8611
29,250,10153
30,276,9820
31,246,9818
32,261,9019
33,247,9112
34,240,10226
35,268,9441
36,266,9456
37,248,9143
38,257,9249
39,247,10068
40,233,8090
41,246,9579
42,269,9036
43,249,8988
44,230,8588
45,233,9315
46,265,9138
47,246,11070
48,242,8582
49,253,8885
50,246,8792
51,264,8325
52,262,9913
53,267,9460
54,276,10004
55,275,8706
56,265,9722
57,240,9690
58,253,9668
59,238,9085
60,263,9609
61,261,9938
62,247,10316
63,246,8336
64,266,9204
65,252,10497
66,251,10154
67,254,7682
68,252,9659
69,248,8720
70,270,9637
71,257,10177
72,266,9377
73,257,10145
74,243,8731
75,265,9020
76,252,8164
77,250,9392
78,239,9701
79,271,7934
80,263,11140
81,241,9529
82,254,9251
83,218,8700
84,270,10015
85,250,9448
86,216,9364
87,245,10196
88,265,10382
89,260,8818
90,245,8837
91,272,9221
92,262,9095
93,239,10447
94,256,10411
95,259,10314
96,262,9015
97,241,9516
98,253,8722
99,234,8468
100,261,7981
101,282,8908
102,245,9737
103,249,10213
104,261,8565
105,242,9692
106,252,9315
107,269,8427
108,259,8969
109,254,9623
110,252,9193
111,245,9144
112,259,10764
113,236,9707
114,259,10047
115,252,9811
116,251,9195
117,264,10021
118,253,10061
119,259,9345
120,226,8764
121,256,9100
122,278,11010
123,258,8942
124,265,10684
125,272,9442
126,250,9131
127,256,10457
128,252,8117
129,257,9258
130,220,9283
131,245,10271
132,268,9822
133,242,10000
134,273,8948
135,276,9317
136,247,8940
137,266,9123
138,264,8796
139,255,9583
140,260,9853
141,260,10428
142,241,10371
143,241,8104
144,255,9492
145,263,9336
146,251,9712
147,245,9166
148,261,9930
149,224,9142
150,236,8615
151,236,8935
152,261,9481
153,251,8255
154,257,8998
155,239,8832
156,267,9255
157,250,9313
158,260,9326
159,264,11046
160,263,8946
161,259,10227
162,245,8804
163,258,9319
164,254,8662
165,265,9242
166,248,9168
167,237,9135
168,265,9437
169,231,9184
170,255,8967
171,257,9844
172,263,9751
173,243,9288
174,261,9890
175,234,8302
176,243,9215
177,250,9710
178,257,9358
179,224,9266
180,251,9713
181,250,9332
182,247,10912
183,255,9948
184,258,9555
185,261,9357
186,245,9124
187,232,9147
188,255,9708
189,263,9576
190,273,10458
191,253,10060
192,243,9998
193,234,9011
194,259,9638
195,282,8698
196,282,8952
197,242,8706
198,259,7939
199,260,9172
200,274,9097
201,245,9007
202,256,10171
203,277,8501
204,233,9672
205,252,9969
206,272,9754
207,248,9462
208,249,9075
209,265,7798
210,262,9719
211,268,9767
212,250,9426
213,267,9767
214,259,10026
215,248,8637
216,244,8753
217,235,8472
218,257,9589
219,257,9652
220,259,9025
221,260,9728
222,243,8345
223,253,9600
224,262,8726
225,264,9669
226,255,9269
227,253,9364
228,243,9709
229,252,8563
230,256,10453
231,240,9111
232,258,8752
233,267,9048
234,266,8875
235,280,9799
236,257,9959
237,250,8962
238,263,8521
239,256,9426
240,249,8695
241,277,9821
242,249,9461
243,246,9375
244,264,9205
245,232,9576
246,258,8948
247,241,9964
248,230,9414
249,245,9131
250,244,8510
251,240,8320
252,282,9661
253,255,8855
254,251,8548
255,256,9782
256,259,9357
257,248,8588
258,266,9199
259,232,9305
260,221,9850
261,267,9255
262,264,8354
263,270,9535
264,247,9544
265,268,10128
266,262,8335
267,251,8765
268,249,9573
269,242,9142
270,269,10224
271,251,9762
272,240,8785
273,272,8220
274,231,9006
275,255,9005
276,261,8615
277,238,8789
278,243,8987
279,244,9103
280,255,9227
281,249,8460
282,257,8884
283,261,9768
284,252,10149
285,265,9228
286,255,9593
287,260,9843
288,235,9487
289,258,9163
290,266,8669
291,254,8506
292,260,8837
293,246,10217
294,253,9211
295,271,9110
296,256,10304
297,262,9650
298,241,9071
299,250,9416
300,241,9233
301,256,9510
302,248,9435
303,262,9203
304,243,9564
305,246,8211
306,248,9649
307,255,9550
308,240,8446
309,256,10404
310,242,9314
311,250,10340
312,247,9651
313,258,9251
314,243,9508
315,264,9298
316,252,9449
317,234,9793
318,250,9958
319,277,8875
320,240,9911
321,282,9296
322,265,9332
323,269,9191
324,239,8793
325,235,8716
326,238,10096
327,237,8951
328,260,9740
329,257,9842
330,244,9026
331,236,9563
332,248,8357
333,253,8863
334,223,9491
335,250,9931
336,265,9699
337,250,9296
338,234,9730
339,256,8504
340,262,9463
341,264,9386
342,255,10121
343,233,8834
344,249,9389
345,242,9279
346,259,9193
347,256,9700
348,251,8469
349,252,9264
350,240,9635
351,242,9270
352,240,8338
353,249,9386
354,242,9780
355,254,9660
356,245,8945
357,248,9380
358,259,9685
359,249,9831
360,258,9020
361,281,9183
362,270,9363
363,229,9185
364,271,9812
365,265,9511
366,264,8827
367,246,9135
368,235,9181
369,282,9795
370,248,7943
371,241,8606
372,260,9411
373,275,8374
374,261,8980
375,249,9275
376,257,8083
377,256,10001
378,248,9445
379,249,8102
380,227,9478
381,244,9985
382,240,7887
383,252,9607
384,245,8278
385,274,8843
386,250,10229
387,242,9857
388,257,9681
389,233,8015
390,263,11092
391,251,8931
392,256,10123
393,251,9481
394,263,9836
395,261,9202
396,255,8861
397,254,7582
398,259,9088
399,266,8427
400,248,9364
401,275,8972
402,262,9675
403,235,9493
404,246,8535
405,264,9205
406,253,9385
407,268,10127
408,269,9016
409,269,8724
410,265,9285
411,236,9553
412,253,8931
413,254,10028
414,264,9126
415,286,9850
416,269,9608
417,273,9428
418,296,9584
419,250,9904
420,249,7974
421,258,9053
422,250,9339
423,258,9102
424,272,9881
425,256,9686
426,269,8917
427,274,9331
428,269,9827
429,280,9202
430,269,10155
431,247,9049
432,255,10014
433,258,9656
434,239,9015
435,262,8801
436,248,9420
437,247,9307
438,260,8752
439,248,10562
440,257,8979
441,238,8949
442,272,8995
443,225,9407
444,258,9481
445,246,9796
446,274,8232
447,239,10043
448,243,10278
449,281,9899
450,248,9379
451,243,9531
452,266,8429
453,249,9657
454,285,9166
455,277,9895
456,251,9566
457,251,9539
458,254,9177
459,261,9515
460,269,9455
461,255,8699
462,255,8750
463,244,9327
464,242,8410
465,248,10430
466,244,8753
467,231,9791
468,240,9158
469,247,9823
470,275,10126
471,258,9649
472,264,9643
473,249,9161
474,256,9561
475,238,8970
476,246,9255
477,257,9455
478,257,9139
479,238,8478
480,235,10147
481,237,9833
482,243,8851
483,253,7888
484,263,9044
485,261,10004
486,245,9802
487,269,9881
488,259,10054
489,262,8776
490,246,10498
491,255,8104
492,258,8782
493,248,9963
494,240,10064
495,252,10469
496,245,9635
497,258,9101
498,284,9785
499,252,9560
500,251,10464
501,259,10180
502,265,9309
503,256,9010
504,251,10169
505,246,9333
506,248,8438
507,249,8442
508,267,10535
509,265,8863
510,267,8664
511,227,8924
512,249,9090
513,244,9524
514,266,9185
515,247,9091
516,256,8638
517,265,9827
518,252,10151
519,252,8924
520,242,9471
521,255,8607
522,277,8419
523,249,7987
524,263,9317
525,235,9713
526,246,10509
527,229,8525
528,257,8882
529,246,8631
530,266,9371
531,261,9915
532,255,8225
533,254,9750
534,258,9801
535,267,10473
536,256,8949
537,261,9097
538,258,9196
539,258,8499
540,255,9216
541,255,8844
542,262,9785
543,235,8378
544,261,8738
545,258,9008
546,231,10273
547,264,8623
548,247,10541
549,231,9360
550,277,9006
551,236,9847
552,262,9735
553,239,9344
554,242,9347
555,256,9693
556,247,8782
557,279,9451
558,242,9722
